pid,seed,version,phase,trial_idx,block,opt1_role,opt1_gb,opt1_price,opt2_role,opt2_gb,opt2_price,opt3_role,opt3_gb,opt3_price,choice_slot,choice_role,choice_gb,choice_price,rt_ms,t_ms,response
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,19,baseline,A,100,17,B,200,20,,,,1,B,200,20,5137,375357,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,20,filler,F1,150,15,F2,60,8,F3,50,7.95,2,F3,50,7.95,5857,381515,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,21,d6,B,200,20,A,100,17,D,30,18,0,B,200,20,8411,390228,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,22,d4,B,200,20,A,100,17,D,130,22.5,0,B,200,20,2927,393456,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,23,d6,B,200,20,D,30,18,A,100,17,0,B,200,20,4490,398248,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,24,baseline,B,200,20,A,100,17,,,,0,B,200,20,1636,400186,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,25,d3,A,100,17,D,160,24.5,B,200,20,2,B,200,20,2364,402852,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,26,baseline,B,200,20,A,100,17,,,,0,B,200,20,1246,404398,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,27,baseline,A,100,17,B,200,20,,,,1,B,200,20,1281,405982,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,28,d1,B,200,20,D,100,12,A,100,17,0,B,200,20,2469,408752,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,29,catch,junk1,20,22,junk2,30,25,best,100,8,2,best,100,8,8507,417561,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,30,baseline,A,100,17,B,200,20,,,,1,B,200,20,1839,419702,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,31,d2,B,200,20,D,130,14,A,100,17,0,B,200,20,2615,422619,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,32,d6,B,200,20,A,100,17,D,30,18,0,B,200,20,3884,426806,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,33,d3,B,200,20,D,160,24.5,A,100,17,0,B,200,20,7677,434786,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,34,d2,A,100,17,B,200,20,D,130,14,1,B,200,20,6141,441228,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,35,d3,D,160,24.5,A,100,17,B,200,20,2,B,200,20,3493,445023,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,36,d4,D,130,22.5,B,200,20,A,100,17,1,B,200,20,1803,447128,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,37,d5,B,200,20,A,100,17,D,210,26.5,0,B,200,20,2510,449939,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,38,d3,B,200,20,A,100,17,D,160,24.5,0,B,200,20,2936,453177,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,39,d4,B,200,20,D,130,22.5,A,100,17,0,B,200,20,2603,456081,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,40,d3,A,100,17,B,200,20,D,160,24.5,1,B,200,20,4187,460569,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,41,d4,B,200,20,D,130,22.5,A,100,17,0,B,200,20,3541,464411,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,42,baseline,B,200,20,A,100,17,,,,0,B,200,20,1076,465789,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),choice,43,baseline,A,100,17,B,200,20,,,,1,B,200,20,1962,468052,
RR,4010397080,task-v2.3-FROZEN (2026-08-25),probe,-2,probe,,,,,,,,,,,,,,,507546,"In the last quarter, 100GB for 17€ vs 200GB 20€ popped up frequently. Seemed unnormal."
