pid,seed,version,phase,trial_idx,block,opt1_role,opt1_gb,opt1_price,opt2_role,opt2_gb,opt2_price,opt3_role,opt3_gb,opt3_price,choice_slot,choice_role,choice_gb,choice_price,rt_ms,t_ms,response
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,20,d1,D,100,12,A,100,17,B,200,20,0,D,100,12,14900,245768,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,21,d3,A,100,17,B,200,20,D,160,24.5,1,B,200,20,5077,251147,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,22,d6,D,30,18,A,100,17,B,200,20,2,B,200,20,4863,256316,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,23,d2,D,130,14,B,200,20,A,100,17,0,D,130,14,12196,268814,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,24,baseline,A,100,17,B,200,20,,,,0,A,100,17,1348,270464,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,25,baseline,A,100,17,B,200,20,,,,0,A,100,17,1179,271946,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,26,filler,F3,90,10,F2,100,11.95,F1,150,15,2,F1,150,15,9545,281797,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,27,filler,F3,110,10,F1,175,12,F2,200,14,1,F1,175,12,14211,296314,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,28,d2,B,200,20,A,100,17,D,130,14,2,D,130,14,5214,301830,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,29,d4,D,130,22.5,A,100,17,B,200,20,2,B,200,20,12645,314780,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,30,d6,B,200,20,A,100,17,D,30,18,1,A,100,17,17281,332364,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,31,d2,B,200,20,D,130,14,A,100,17,1,D,130,14,13244,345913,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,32,d6,A,100,17,D,30,18,B,200,20,2,B,200,20,10133,356347,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,33,d5,B,200,20,D,210,26.5,A,100,17,0,B,200,20,3269,359918,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,34,d5,D,210,26.5,A,100,17,B,200,20,2,B,200,20,4959,365180,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,35,baseline,B,200,20,A,100,17,,,,1,A,100,17,1413,366897,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,36,d3,D,160,24.5,B,200,20,A,100,17,1,B,200,20,6130,373330,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,37,d4,D,130,22.5,A,100,17,B,200,20,1,A,100,17,7848,381480,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,38,d1,A,100,17,D,100,12,B,200,20,1,D,100,12,4310,386096,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,39,d1,B,200,20,D,100,12,A,100,17,1,D,100,12,7366,393763,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,40,d5,D,210,26.5,A,100,17,B,200,20,2,B,200,20,3845,397914,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,41,d5,D,210,26.5,B,200,20,A,100,17,2,A,100,17,2711,400929,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,42,d4,D,130,22.5,B,200,20,A,100,17,1,B,200,20,5766,406997,
LR,376631671,task-v2.3-FROZEN (2026-08-25),choice,43,baseline,A,100,17,B,200,20,,,,0,A,100,17,3915,411213,
LR,376631671,task-v2.3-FROZEN (2026-08-25),probe,-2,probe,,,,,,,,,,,,,,,413098,
