pid,seed,version,phase,trial_idx,block,opt1_role,opt1_gb,opt1_price,opt2_role,opt2_gb,opt2_price,opt3_role,opt3_gb,opt3_price,choice_slot,choice_role,choice_gb,choice_price,rt_ms,t_ms,response
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,26,catch,junk2,25,19,junk1,40,24,best,150,9,2,best,150,9,2201,176459,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,27,d3,B,200,20,A,100,17,D,160,24.5,1,A,100,17,3718,180479,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,28,d3,A,100,17,D,160,24.5,B,200,20,0,A,100,17,3803,184583,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,29,d6,B,200,20,A,100,17,D,30,18,1,A,100,17,2157,187043,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,30,d5,D,210,26.5,A,100,17,B,200,20,1,A,100,17,2004,189348,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,31,baseline,B,200,20,A,100,17,,,,1,A,100,17,877,190526,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,32,d1,A,100,17,D,100,12,B,200,20,1,D,100,12,3493,194320,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,33,filler,F2,40,9.9,F3,50,7.95,F1,150,12,2,F1,150,12,3313,197934,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,34,d3,D,160,24.5,A,100,17,B,200,20,1,A,100,17,2668,200903,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,35,d5,B,200,20,A,100,17,D,210,26.5,1,A,100,17,3269,204473,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,36,d2,A,100,17,B,200,20,D,130,14,2,D,130,14,3629,208403,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,37,filler,F3,150,15,F2,200,17,F1,80,11,0,F3,150,15,2762,211466,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,38,baseline,A,100,17,B,200,20,,,,0,A,100,17,1515,213283,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,39,baseline,A,100,17,B,200,20,,,,0,A,100,17,2062,215646,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,40,d1,D,100,12,A,100,17,B,200,20,0,D,100,12,2417,218364,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,41,d4,B,200,20,A,100,17,D,130,22.5,1,A,100,17,3080,221745,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,42,catch,best,100,8,junk2,30,25,junk1,20,22,0,best,100,8,1909,223955,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),choice,43,d4,B,200,20,D,130,22.5,A,100,17,2,A,100,17,5053,229310,
MD,1221388869,task-v2.3-FROZEN (2026-08-25),probe,-2,probe,,,,,,,,,,,,,,,265756,Sometimes I could 100 cheap and expensive at the same time... so I had to be awake
