pid,seed,version,phase,trial_idx,block,opt1_role,opt1_gb,opt1_price,opt2_role,opt2_gb,opt2_price,opt3_role,opt3_gb,opt3_price,choice_slot,choice_role,choice_gb,choice_price,rt_ms,t_ms,response
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,14,d5,A,100,17,B,200,20,D,210,26.5,0,A,100,17,6201,126001,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,15,d3,A,100,17,B,200,20,D,160,24.5,0,A,100,17,4658,130969,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,16,d2,B,200,20,A,100,17,D,130,14,2,D,130,14,2827,134104,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,17,baseline,B,200,20,A,100,17,,,,1,A,100,17,3261,137673,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,18,d4,B,200,20,D,130,22.5,A,100,17,2,A,100,17,9564,147542,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,19,d2,D,130,14,A,100,17,B,200,20,0,D,130,14,5573,153420,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,20,d1,A,100,17,D,100,12,B,200,20,1,D,100,12,6109,159834,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,21,d3,D,160,24.5,A,100,17,B,200,20,1,A,100,17,10468,170612,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,22,baseline,B,200,20,A,100,17,,,,1,A,100,17,2549,173472,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,23,d5,A,100,17,B,200,20,D,210,26.5,0,A,100,17,4661,178442,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,24,d2,D,130,14,A,100,17,B,200,20,0,D,130,14,3585,182334,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,25,d3,B,200,20,A,100,17,D,160,24.5,1,A,100,17,3086,185730,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,26,catch,best,150,9,junk1,40,24,junk2,25,19,0,best,150,9,11809,197847,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,27,d1,B,200,20,D,100,12,A,100,17,1,D,100,12,5554,203713,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,28,d5,D,210,26.5,B,200,20,A,100,17,2,A,100,17,5450,209472,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,29,baseline,A,100,17,B,200,20,,,,0,A,100,17,1868,211647,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,30,d6,B,200,20,D,30,18,A,100,17,2,A,100,17,5253,217213,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,31,d6,D,30,18,A,100,17,B,200,20,1,A,100,17,6294,223814,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,32,filler,F2,150,12,F1,50,8,F3,60,7.95,2,F3,60,7.95,16858,240982,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,33,filler,F3,40,10,F1,60,8,F2,70,12.9,1,F1,60,8,8827,250116,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,34,baseline,A,100,17,B,200,20,,,,0,A,100,17,1778,252203,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,35,d6,D,30,18,A,100,17,B,200,20,1,A,100,17,6724,259236,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,36,filler,F2,70,12.9,F1,200,14,F3,150,15,0,F2,70,12.9,16817,276361,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,37,d4,D,130,22.5,A,100,17,B,200,20,1,A,100,17,3236,279903,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,38,baseline,A,100,17,B,200,20,,,,0,A,100,17,3001,283212,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,39,d2,A,100,17,D,130,14,B,200,20,1,D,130,14,3174,286699,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,40,d3,B,200,20,A,100,17,D,160,24.5,1,A,100,17,4832,291838,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,41,baseline,B,200,20,A,100,17,,,,1,A,100,17,1882,294031,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,42,catch,best,100,8,junk1,20,22,junk2,30,25,0,best,100,8,4655,298998,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),choice,43,d5,A,100,17,B,200,20,D,210,26.5,0,A,100,17,4323,303633,
MB,3808381576,task-v2.3-FROZEN (2026-08-25),probe,-2,probe,,,,,,,,,,,,,,,305958,
