pid,seed,version,phase,trial_idx,block,opt1_role,opt1_gb,opt1_price,opt2_role,opt2_gb,opt2_price,opt3_role,opt3_gb,opt3_price,choice_slot,choice_role,choice_gb,choice_price,rt_ms,t_ms,response
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,14,d6,D,30,18,A,100,17,B,200,20,2,B,200,20,5516,158280,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,15,d3,A,100,17,B,200,20,D,160,24.5,1,B,200,20,5116,163699,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,16,d6,A,100,17,D,30,18,B,200,20,2,B,200,20,4011,168012,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,17,d4,D,130,22.5,A,100,17,B,200,20,2,B,200,20,3521,171835,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,18,d2,A,100,17,B,200,20,D,130,14,2,D,130,14,7379,179515,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,19,d6,A,100,17,D,30,18,B,200,20,2,B,200,20,7084,186901,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,20,d1,B,200,20,A,100,17,D,100,12,2,D,100,12,3033,190235,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,21,baseline,B,200,20,A,100,17,,,,0,B,200,20,2136,192674,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,22,baseline,B,200,20,A,100,17,,,,0,B,200,20,1716,194691,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,23,d6,A,100,17,B,200,20,D,30,18,1,B,200,20,3477,198471,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,24,d4,B,200,20,A,100,17,D,130,22.5,0,B,200,20,5550,204323,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,25,baseline,B,200,20,A,100,17,,,,0,B,200,20,1331,205956,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,26,d5,B,200,20,D,210,26.5,A,100,17,0,B,200,20,2837,209095,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,27,filler,F3,60,8,F2,100,13,F1,70,12.9,0,F3,60,8,4028,213425,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,28,baseline,A,100,17,B,200,20,,,,1,B,200,20,3016,216743,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,29,baseline,B,200,20,A,100,17,,,,0,B,200,20,1666,218710,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,30,baseline,A,100,17,B,200,20,,,,1,B,200,20,2249,221261,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,31,d1,A,100,17,B,200,20,D,100,12,2,D,100,12,3199,224762,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,32,catch,best,150,9,junk1,40,24,junk2,25,19,0,best,150,9,4737,229801,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,33,catch,best,100,8,junk1,20,22,junk2,30,25,0,best,100,8,5245,235349,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,34,d2,D,130,14,B,200,20,A,100,17,0,D,130,14,4282,239933,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,35,filler,F1,80,10,F3,40,9.9,F2,150,12,2,F2,150,12,7583,247819,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,36,d4,B,200,20,D,130,22.5,A,100,17,0,B,200,20,3566,251686,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,37,d2,D,130,14,A,100,17,B,200,20,0,D,130,14,2521,254509,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,38,d2,D,130,14,A,100,17,B,200,20,0,D,130,14,1793,256604,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,39,d1,D,100,12,A,100,17,B,200,20,0,D,100,12,8851,265757,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,40,baseline,B,200,20,A,100,17,,,,0,B,200,20,1486,267546,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,41,d6,D,30,18,A,100,17,B,200,20,2,B,200,20,2961,270809,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,42,d3,D,160,24.5,B,200,20,A,100,17,1,B,200,20,5266,276377,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),choice,43,d3,B,200,20,D,160,24.5,A,100,17,0,B,200,20,1831,278511,
AA,3636321029,task-v2.3-FROZEN (2026-08-25),probe,-2,probe,,,,,,,,,,,,,,,351571,"Repeating values; some obviously overpriced, some that made me think that a lower price, with average data (100GB significantly cheaper than 200GB), would be of more use (since I probably won't use up 200GB)"
