pid,seed,version,phase,trial_idx,block,opt1_role,opt1_gb,opt1_price,opt2_role,opt2_gb,opt2_price,opt3_role,opt3_gb,opt3_price,choice_slot,choice_role,choice_gb,choice_price,rt_ms,t_ms,response
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,25,d2,D,130,14,B,200,20,A,100,17,1,B,200,20,4060,191595,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,26,d4,A,100,17,B,200,20,D,130,22.5,1,B,200,20,2067,193971,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,27,d2,A,100,17,B,200,20,D,130,14,1,B,200,20,2350,196636,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,28,d3,D,160,24.5,B,200,20,A,100,17,1,B,200,20,2341,199294,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,29,d5,B,200,20,A,100,17,D,210,26.5,0,B,200,20,4749,204354,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,30,d2,B,200,20,A,100,17,D,130,14,0,B,200,20,4304,208964,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,31,filler,F2,50,7.95,F1,30,7,F3,70,12.9,0,F2,50,7.95,5390,214658,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,32,d1,D,100,12,A,100,17,B,200,20,2,B,200,20,6318,221288,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,33,baseline,A,100,17,B,200,20,,,,1,B,200,20,1718,223320,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,34,baseline,B,200,20,A,100,17,,,,0,B,200,20,1655,225291,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,35,d3,D,160,24.5,B,200,20,A,100,17,1,B,200,20,2042,227645,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,36,baseline,B,200,20,A,100,17,,,,0,B,200,20,1675,229631,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,37,d5,B,200,20,A,100,17,D,210,26.5,0,B,200,20,3082,233026,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,38,filler,F3,300,16,F1,40,10,F2,100,13,0,F3,300,16,4252,237588,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,39,d1,A,100,17,B,200,20,D,100,12,1,B,200,20,3559,241459,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,40,d5,B,200,20,D,210,26.5,A,100,17,0,B,200,20,4785,246559,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,41,d3,B,200,20,A,100,17,D,160,24.5,0,B,200,20,2543,249418,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,42,catch,junk2,30,25,best,100,8,junk1,20,22,1,best,100,8,4928,254663,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),choice,43,d5,B,200,20,D,210,26.5,A,100,17,0,B,200,20,3332,258310,
NE,1832800096,task-v2.3-FROZEN (2026-08-25),probe,-2,probe,,,,,,,,,,,,,,,294266,200 GB for 20 pounds was often there
