pid,seed,version,phase,trial_idx,block,opt1_role,opt1_gb,opt1_price,opt2_role,opt2_gb,opt2_price,opt3_role,opt3_gb,opt3_price,choice_slot,choice_role,choice_gb,choice_price,rt_ms,t_ms,response
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,13,d4,B,200,20,A,100,17,D,130,22.5,0,B,200,20,11549,108298,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,14,d2,A,100,17,B,200,20,D,130,14,1,B,200,20,4096,112697,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,15,baseline,A,100,17,B,200,20,,,,1,B,200,20,1531,114530,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,16,filler,F3,40,10,F2,70,12.9,F1,40,9.9,1,F2,70,12.9,6733,121565,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,17,d3,A,100,17,B,200,20,D,160,24.5,1,B,200,20,3113,124981,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,18,d4,A,100,17,D,130,22.5,B,200,20,2,B,200,20,2882,128165,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,19,d3,D,160,24.5,B,200,20,A,100,17,1,B,200,20,4763,133231,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,20,d1,B,200,20,D,100,12,A,100,17,0,B,200,20,10232,143765,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,21,baseline,A,100,17,B,200,20,,,,1,B,200,20,1912,145980,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,22,d5,A,100,17,D,210,26.5,B,200,20,2,B,200,20,4165,150447,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,23,baseline,A,100,17,B,200,20,,,,1,B,200,20,1300,152049,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,24,d6,A,100,17,B,200,20,D,30,18,1,B,200,20,1996,154347,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,25,d3,B,200,20,A,100,17,D,160,24.5,0,B,200,20,4015,158664,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,26,d5,D,210,26.5,B,200,20,A,100,17,1,B,200,20,3099,162064,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,27,d2,D,130,14,A,100,17,B,200,20,2,B,200,20,3931,166298,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,28,d6,D,30,18,B,200,20,A,100,17,1,B,200,20,12230,178831,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,29,filler,F1,120,12,F2,50,8,F3,30,7,0,F1,120,12,4497,183631,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,30,baseline,A,100,17,B,200,20,,,,1,B,200,20,1415,185348,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,31,d2,D,130,14,A,100,17,B,200,20,2,B,200,20,3065,188715,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,32,d2,D,130,14,B,200,20,A,100,17,1,B,200,20,8796,197814,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,33,d2,B,200,20,A,100,17,D,130,14,0,B,200,20,8883,206999,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,34,baseline,A,100,17,B,200,20,,,,1,B,200,20,1312,208613,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,35,filler,F2,70,12.9,F3,30,7,F1,120,12,2,F1,120,12,7598,216513,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,36,d6,A,100,17,B,200,20,D,30,18,1,B,200,20,8048,224864,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,37,d1,D,100,12,B,200,20,A,100,17,1,B,200,20,3698,228863,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,38,d4,A,100,17,D,130,22.5,B,200,20,2,B,200,20,11681,240847,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,39,baseline,A,100,17,B,200,20,,,,1,B,200,20,1414,242563,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,40,d1,B,200,20,A,100,17,D,100,12,0,B,200,20,5133,247998,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,41,d4,B,200,20,A,100,17,D,130,22.5,0,B,200,20,2014,250314,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,42,baseline,A,100,17,B,200,20,,,,1,B,200,20,2281,252896,
AS,874994842,task-v2.3-FROZEN (2026-08-25),choice,43,d5,D,210,26.5,B,200,20,A,100,17,1,B,200,20,2738,255936,
AS,874994842,task-v2.3-FROZEN (2026-08-25),probe,-2,probe,,,,,,,,,,,,,,,305497,noticed weighted decoys that were trying to make one or the other option more attractive
