pid,seed,version,phase,trial_idx,block,opt1_role,opt1_gb,opt1_price,opt2_role,opt2_gb,opt2_price,opt3_role,opt3_gb,opt3_price,choice_slot,choice_role,choice_gb,choice_price,rt_ms,t_ms,response
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,21,baseline,B,200,20,A,100,17,,,,1,A,100,17,796,59867,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,22,d4,D,130,22.5,B,200,20,A,100,17,2,A,100,17,1553,61725,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,23,d1,D,100,12,B,200,20,A,100,17,0,D,100,12,2242,64271,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,24,d1,B,200,20,D,100,12,A,100,17,1,D,100,12,1586,66161,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,25,catch,junk1,20,22,junk2,30,25,best,100,8,2,best,100,8,1992,68455,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,26,d2,D,130,14,B,200,20,A,100,17,2,A,100,17,1951,70710,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,27,d2,D,130,14,A,100,17,B,200,20,0,D,130,14,5413,76426,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,28,d2,D,130,14,A,100,17,B,200,20,0,D,130,14,1698,78428,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,29,d5,B,200,20,D,210,26.5,A,100,17,2,A,100,17,6029,84761,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,30,d1,D,100,12,B,200,20,A,100,17,0,D,100,12,1840,86908,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,31,baseline,B,200,20,A,100,17,,,,1,A,100,17,696,87906,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,32,d5,D,210,26.5,A,100,17,B,200,20,1,A,100,17,1393,89603,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,33,catch,best,150,9,junk2,25,19,junk1,40,24,0,best,150,9,2187,92094,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,34,d4,D,130,22.5,A,100,17,B,200,20,1,A,100,17,2543,94939,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,35,d3,A,100,17,B,200,20,D,160,24.5,0,A,100,17,2050,97292,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,36,d2,A,100,17,B,200,20,D,130,14,2,D,130,14,2211,99806,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,37,d5,A,100,17,B,200,20,D,210,26.5,0,A,100,17,1515,101625,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,38,d6,B,200,20,D,30,18,A,100,17,2,A,100,17,1738,103666,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,39,d5,A,100,17,D,210,26.5,B,200,20,0,A,100,17,1188,105160,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,40,filler,F1,80,11,F3,110,10,F2,200,14,1,F3,110,10,12737,118201,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,41,d3,A,100,17,B,200,20,D,160,24.5,0,A,100,17,3127,121631,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,42,baseline,A,100,17,B,200,20,,,,0,A,100,17,925,122860,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),choice,43,d1,B,200,20,D,100,12,A,100,17,1,D,100,12,2127,125290,
EH,1288884925,task-v2.3-FROZEN (2026-08-25),probe,-2,probe,,,,,,,,,,,,,,,153499,The cheapest price in all of these scenarios was always the best option because after a certain point I don't need more data so won't pay more for extra
